title_0,tneigh_0,comp_0,cneigh_0,title_1,tneigh_1,comp_1,cneigh_1,title_2,tneigh_2,comp_2,cneigh_2,title_3,tneigh_3,comp_3,cneigh_3,title_4,tneigh_4,comp_4,cneigh_4,title_5,tneigh_5,comp_5,cneigh_5
p_retail_payments,False,c_federal_reserve_bank_of_philadelphia,"[('c_first_pennsylvania_bank', '0.702'), ('c_corestates_bank', '0.700'), ('c_corestates_financial', '0.687'), ('c_independence_blue_cross', '0.685'), ('c_firstrust_bank', '0.683'), ('c_corestates_financial_corporation', '0.675'), ('c_the_vanguard_group', '0.668'), ('c_glenmede_trust_company', '0.668'), ('c_city_of_philadelphia', '0.659'), ('c_philadelphia_housing_authority', '0.658')]",p_laboratory_technician,"[('p_laboratory_manager', '0.754'), ('p_lab_technician', '0.753'), ('p_laboratory_asst', '0.731'), ('p_lab_manager', '0.699'), ('p_laboratory_analyst', '0.694'), ('p_laboratory_supervisor', '0.672'), ('p_lab_asst', '0.665'), ('p_lab_tech', '0.658'), ('p_sr_laboratory_technician', '0.637'), ('p_laboratory_director', '0.636')]",c_hartz_mountain_inc,False,p_senior_associate_scientist,False,c_pfizer,"[('c_bristolmyers_squibb', '0.843'), ('c_pfizer_pharmaceuticals', '0.838'), ('c_merck', '0.821'), ('c_novartis', '0.801'), ('c_wyeth_pharmaceuticals', '0.772'), ('c_wyeth', '0.765'), ('c_sanofiaventis', '0.753'), ('c_glaxosmithkline', '0.752'), ('c_astrazeneca', '0.750'), ('c_boehringer_ingelheim', '0.722')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_music_producer,"[('p_audio_engineer', '0.750'), ('p_dj', '0.744'), ('p_drummer', '0.733'), ('p_songwriter', '0.718'), ('p_singer', '0.713'), ('p_recording_engineer', '0.711'), ('p_composer', '0.706'), ('p_musician', '0.703'), ('p_guitarist', '0.694'), ('p_music_composer', '0.691')]",c_naked_beats_music,False,p_musical_director,"[('p_artistic_director', '0.715'), ('p_performer', '0.710'), ('p_soprano', '0.696'), ('p_pianist', '0.695'), ('p_freelance_opera_singer', '0.681'), ('p_violinist', '0.674'), ('p_cellist', '0.672'), ('p_composer', '0.672'), ('p_freelance_musician', '0.667'), ('p_musician', '0.663')]",c_true_united_apostolic_church,False,p_regional_account_executive,"[('p_regional_account_manager', '0.645'), ('p_account_executive', '0.640'), ('p_national_account_executive', '0.616'), ('p_sr_account_executive', '0.616'), ('p_national_sales_director', '0.595'), ('p_regional_sales_executive', '0.590'), ('p_national_account_manager', '0.586'), ('p_regional_sales_manager', '0.574'), ('p_director_of_inside_sales', '0.570'), ('p_national_sales_executive', '0.569')]",c_guaranteed_returns,"[('c_qk_healthcare', '0.650'), ('c_optisource_international', '0.648'), ('c_lnk_international', '0.582'), ('c_pl_developments', '0.564'), ('c_genovese_drug_stores', '0.559'), ('c_kinray', '0.557'), ('c_fougera_pharmaceuticals', '0.553'), ('c_contract_pharmacal', '0.548'), ('c_hi_tech_pharmacal', '0.542'), ('c_eoc_of_suffolk', '0.540')]",p_sales_intern,"[('p_marketing_intern', '0.676'), ('p_sales_and_marketing_intern', '0.615'), ('p_operations_intern', '0.585'), ('p_social_media_intern', '0.580'), ('p_public_relations_intern', '0.573'), ('p_finance_intern', '0.549'), ('p_marketing_and_sales_intern', '0.536'), ('p_human_resources_intern', '0.535'), ('p_account_coordinator', '0.529'), ('p_marketing_and_communications_intern', '0.529')]",c_cognis_it,False,p_product_specialist,"[('p_sr_product_specialist', '0.606'), ('p_product_manager', '0.595'), ('p_sales_support_manager', '0.591'), ('p_business_unit_manager', '0.578'), ('p_regional_manager', '0.574'), ('p_sales_specialist', '0.566'), ('p_regional_sales_director', '0.562'), ('p_inside_sales_representative', '0.555'), ('p_quality_assurance', '0.549'), ('p_sales_director', '0.548')]",c_apple,"[('c_google', '0.694'), ('c_apple_computer', '0.650'), ('c_apple_retail', '0.631'), ('c_apple_computers', '0.610'), ('c_dell', '0.603'), ('c_palm', '0.598'), ('c_nest_labs', '0.597'), ('c_gopro', '0.591'), ('c_jawbone', '0.587'), ('c_tivo', '0.586')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_quality_control_technician,"[('p_production_supervisor', '0.615'), ('p_quality_assurance_technician', '0.585'), ('p_manufacturing_manager', '0.575'), ('p_quality_control', '0.566'), ('p_lab_technician', '0.564'), ('p_production', '0.549'), ('p_qc_technician', '0.548'), ('p_quality_control_tech', '0.542'), ('p_finishing_operator', '0.539'), ('p_product_development_technician', '0.535')]",c_abbey_color_incorporated,False,p_laboratory_technician_work_study,False,c_temple_university_dept_of_biochemistry,False,p_bartender_server_trainer,False,c_chili_s_grill_bar,False,p_research_associate_i,"[('p_research_associate_ii', '0.668'), ('p_research_associate_iv', '0.644'), ('p_research_associate_iii', '0.637'), ('p_associate_scientist', '0.598'), ('p_scientist_ii', '0.574'), ('p_associate_scientist_i', '0.568'), ('p_manufacturing_associate_i', '0.565'), ('p_scientist', '0.559'), ('p_technical_support_scientist', '0.557'), ('p_scientist_i', '0.556')]",c_xylos_corporation,False,p_research_associate_ii,"[('p_research_associate_iii', '0.697'), ('p_research_associate_i', '0.668'), ('p_research_scientist_ii', '0.647'), ('p_sr_research_associate', '0.634'), ('p_scientist_i', '0.611'), ('p_scientist_ii', '0.610'), ('p_sr_research_associate_ii', '0.600'), ('p_principal_research_associate', '0.599'), ('p_associate_scientist', '0.599'), ('p_research_associate', '0.583')]",c_xylos_corporation,False,p_chemist_ii,"[('p_chemist_iii', '0.688'), ('p_qc_chemist', '0.639'), ('p_lead_chemist', '0.615'), ('p_sr_chemist', '0.607'), ('p_analytical_chemist', '0.604'), ('p_associate_chemist', '0.594'), ('p_lab_analyst', '0.590'), ('p_chemist', '0.581'), ('p_chemist_i', '0.579'), ('p_scientist_ii', '0.577')]",c_pii_pharmaceutics_international_inc,False
p_general_dentist,"[('p_dentist', '0.842'), ('p_orthodontist', '0.785'), ('p_periodontist', '0.738'), ('p_pediatric_dentist', '0.716'), ('p_dds', '0.707'), ('p_associate_dentist', '0.706'), ('p_oral_and_maxillofacial_surgeon', '0.703'), ('p_endodontist', '0.701'), ('p_prosthodontist', '0.686'), ('p_ophthalmologist', '0.685')]",c_montefiore_medical_center,"[('c_new_york_presbyterian_hospital', '0.943'), ('c_beth_israel_medical_center', '0.936'), ('c_lenox_hill_hospital', '0.922'), ('c_jacobi_medical_center', '0.914'), ('c_the_mount_sinai_hospital', '0.908'), ('c_mount_sinai_medical_center', '0.908'), ('c_st_lukesroosevelt_hospital', '0.906'), ('c_hospital_for_special_surgery', '0.901'), ('c_nyu_langone_medical_center', '0.899'), ('c_maimonides_medical_center', '0.899')]",p_general_dentist,"[('p_dentist', '0.842'), ('p_orthodontist', '0.785'), ('p_periodontist', '0.738'), ('p_pediatric_dentist', '0.716'), ('p_dds', '0.707'), ('p_associate_dentist', '0.706'), ('p_oral_and_maxillofacial_surgeon', '0.703'), ('p_endodontist', '0.701'), ('p_prosthodontist', '0.686'), ('p_ophthalmologist', '0.685')]",c_,False,p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_research_assistant,False,c_drexel_university_college_of_medicine,"[('c_fox_chase_cancer_center', '0.849'), ('c_thomas_jefferson_university', '0.847'), ('c_the_childrens_hospital_of_philadelphia', '0.841'), ('c_thomas_jefferson_university_hospitals', '0.840'), ('c_hospital_of_the_university_of_pennsylvania', '0.835'), ('c_hahnemann_university_hospital', '0.834'), ('c_university_of_pennsylvania_health_system', '0.818'), ('c_thomas_jefferson_university_hospital', '0.816'), ('c_penn_medicine', '0.811'), ('c_albert_einstein_medical_center', '0.807')]",p_teaching_assistant,False,c_university_of_colorado_at_boulder,"[('c_university_of_colorado_boulder', '0.940'), ('c_university_of_colorado', '0.937'), ('c_cu_boulder', '0.792'), ('c_national_center_for_atmospheric_research', '0.792'), ('c_university_of_colorado_denver', '0.791'), ('c_university_of_colorado_at_denver', '0.783'), ('c_national_renewable_energy_laboratory', '0.761'), ('c_laboratory_for_atmospheric_and_space_physics', '0.756'), ('c_institute_of_arctic_and_alpine_research', '0.755'), ('c_university_of_denver', '0.748')]",p_lead_dissector,False,c_university_of_colorado_at_boulder,"[('c_university_of_colorado_boulder', '0.940'), ('c_university_of_colorado', '0.937'), ('c_cu_boulder', '0.792'), ('c_national_center_for_atmospheric_research', '0.792'), ('c_university_of_colorado_denver', '0.791'), ('c_university_of_colorado_at_denver', '0.783'), ('c_national_renewable_energy_laboratory', '0.761'), ('c_laboratory_for_atmospheric_and_space_physics', '0.756'), ('c_institute_of_arctic_and_alpine_research', '0.755'), ('c_university_of_denver', '0.748')]",p_assistant_director_teaching_laboratories,False,c_drexel_university,"[('c_temple_university', '0.819'), ('c_drexel_universitys_lebow_college_of_business', '0.794'), ('c_philadelphia_water_department', '0.772'), ('c_community_college_of_philadelphia', '0.771'), ('c_drexel_university_recreation_center', '0.757'), ('c_the_franklin_institute', '0.756'), ('c_delaware_county_community_college', '0.742'), ('c_philadelphia_housing_authority', '0.741'), ('c_villanova_university', '0.737'), ('c_free_library_of_philadelphia', '0.734')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_pre_postdoctoral_fellow,False,c_university_of_alabama_at_birmingham,"[('c_the_university_of_alabama_at_birmingham', '0.935'), ('c_uab', '0.867'), ('c_uab_hospital', '0.769'), ('c_childrens_of_alabama', '0.769'), ('c_uab_medicine', '0.769'), ('c_university_of_alabama', '0.759'), ('c_uab_school_of_public_health', '0.744'), ('c_university_of_alabama_birmingham', '0.743'), ('c_samford_university', '0.738'), ('c_jefferson_state_community_college', '0.728')]",p_hybridoma_scientist,False,c_strategic_diagnostics,"[('c_sdix', '0.755'), ('c_accugenix', '0.703'), ('c_neose_technologies', '0.663'), ('c_wellstat_biologics', '0.631'), ('c_anp_technologies', '0.630'), ('c_amplimmune', '0.629'), ('c_dupont_merck_pharmaceutical_company', '0.628'), ('c_fujirebio_diagnostics', '0.626'), ('c_lonza', '0.622'), ('c_medimmune', '0.617')]",p_clinical_neurophysiologist,"[('p_urological_surgeon', '0.552'), ('p_nephrology', '0.550'), ('p_pain_management', '0.542'), ('p_orthopedic_surgery', '0.540'), ('p_pain_management_specialist', '0.538'), ('p_clinical_perfusionist', '0.537'), ('p_otorhinolaryngologist', '0.536'), ('p_board_certified_dermatologist', '0.535'), ('p_orthopaedics', '0.533'), ('p_vascular', '0.530')]",c_nuvasive,"[('c_alphatec_spine', '0.850'), ('c_zimmer_dental', '0.836'), ('c_djo', '0.799'), ('c_dexcom', '0.793'), ('c_breg', '0.780'), ('c_spinal_elements', '0.753'), ('c_tandem_diabetes_care', '0.739'), ('c_medtronic_spine_amp_biologics', '0.726'), ('c_djo_global', '0.724'), ('c_applied_medical', '0.723')]",p_medical_writer_science_director,False,c_syandus_inc,False,p_senior_medical_writer,False,c_cactus_communications,"[('c_crimson_interactive', '0.607'), ('c_cactus_communications_pvt_ltd', '0.605'), ('c_crimson_interactive_pvt_ltd', '0.569'), ('c_university_of_mumbai', '0.536'), ('c_netscribes', '0.507'), ('c_st_xaviers_college_mumbai_india', '0.484'), ('c_tata_institute_of_fundamental_research', '0.478'), ('c_spenta_multimedia', '0.474'), ('c_american_journal_experts', '0.469'), ('c_ramnarain_ruia_college', '0.464')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_sales,"[('p_salesman', '0.838'), ('p_sales_rep', '0.827'), ('p_regional_sales_manager', '0.751'), ('p_sales_manager', '0.708'), ('p_sales_representative', '0.705'), ('p_sales_amp_marketing', '0.690'), ('p_sales_consultant', '0.688'), ('p_sales_management', '0.671'), ('p_outside_sales', '0.665'), ('p_sr_sales', '0.661')]",c_sams_club,"[('c_kmart_corporation', '0.801'), ('c_walmart', '0.790'), ('c_dollar_general', '0.758'), ('c_lowes_home_improvement', '0.748'), ('c_sears_roebuck_and_co', '0.744'), ('c_walmart_stores', '0.730'), ('c_kmart', '0.708'), ('c_radioshack', '0.704'), ('c_wal_mart', '0.699'), ('c_sears', '0.696')]",p_senior_elisa_lab_technician,False,c_zeus_scientific_inc,False,p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_healthcare_specialist_combat_medic,False,c_us_army,"[('c_united_states_marine_corps', '0.838'), ('c_united_states_army', '0.761'), ('c_us_navy', '0.737'), ('c_us_military', '0.668'), ('c_united_states_army_reserve', '0.667'), ('c_us_army_recruiting_command', '0.661'), ('c_united_states_air_force', '0.660'), ('c_army_national_guard', '0.658'), ('c_usarmy', '0.652'), ('c_field_artillery', '0.645')]",p_senior_veterinary_technician,False,c_hickory_veterinary_hospital,False,p_nationally_registered_emergency_medical_technician_advanced_life_support,False,c_wissinoming_ambulance,False,p_adjunct_professor_biology,False,c_manor_college,"[('c_montgomery_county_community_college', '0.764'), ('c_chestnut_hill_college', '0.753'), ('c_delaware_county_community_college', '0.742'), ('c_gwynedd_mercy_university', '0.737'), ('c_harcum_college', '0.733'), ('c_community_college_of_philadelphia', '0.730'), ('c_gwyneddmercy_college', '0.730'), ('c_immaculata_university', '0.728'), ('c_holy_family_university', '0.728'), ('c_neumann_university', '0.727')]",p_senior_mission_support_coordinator,False,c_temple_university_health_system,"[('c_temple_university_hospital', '0.891'), ('c_university_of_pennsylvania_health_system', '0.883'), ('c_penn_medicine', '0.881'), ('c_hahnemann_university_hospital', '0.880'), ('c_thomas_jefferson_university_hospital', '0.879'), ('c_einstein_healthcare_network', '0.874'), ('c_thomas_jefferson_university_hospitals', '0.872'), ('c_pennsylvania_hospital', '0.868'), ('c_abington_memorial_hospital', '0.865'), ('c_hospital_of_the_university_of_pennsylvania', '0.864')]",p_emergency_icu_nurse,False,c_vrc_emergency_veterinary_service,False
p_master_s_graduate_student,False,c_new_york_university,"[('c_nyu', '0.859'), ('c_columbia_university', '0.845'), ('c_barnard_college', '0.789'), ('c_city_university_of_new_york', '0.781'), ('c_columbia_university_in_the_city_of_new_york', '0.775'), ('c_hunter_college', '0.773'), ('c_the_new_school', '0.764'), ('c_nd_street_y', '0.734'), ('c_city_college_of_new_york', '0.727'), ('c_baruch_college', '0.721')]",p_student_research_scientist,False,c_new_york_university,"[('c_nyu', '0.859'), ('c_columbia_university', '0.845'), ('c_barnard_college', '0.789'), ('c_city_university_of_new_york', '0.781'), ('c_columbia_university_in_the_city_of_new_york', '0.775'), ('c_hunter_college', '0.773'), ('c_the_new_school', '0.764'), ('c_nd_street_y', '0.734'), ('c_city_college_of_new_york', '0.727'), ('c_baruch_college', '0.721')]",p_cardiac_safety_summer_intern,False,c_ert,"[('c_bioclinica', '0.621'), ('c_icon_medical_imaging', '0.569'), ('c_pharmanet', '0.550'), ('c_viropharma_incorporated', '0.548'), ('c_epharmasolutions', '0.546'), ('c_bioimaging_technologies', '0.545'), ('c_pharmaceutical_resource_corporation', '0.536'), ('c_omnicare_clinical_research', '0.531'), ('c_octagon_research_solutions', '0.528'), ('c_almac_clinical_technologies', '0.528')]",p_research_teaching_assistant,False,c_oklahoma_state_university,"[('c_university_of_oklahoma', '0.780'), ('c_tulsa_community_college', '0.760'), ('c_oklahoma_state_university_foundation', '0.752'), ('c_university_of_central_oklahoma', '0.732'), ('c_eskimo_joes', '0.730'), ('c_university_of_tulsa', '0.730'), ('c_oklahoma_state_university_center_for_health_sciences', '0.727'), ('c_northeastern_state_university', '0.725'), ('c_northern_oklahoma_college', '0.721'), ('c_rogers_state_university', '0.708')]",p_research_teaching_assistant,False,c_oklahoma_state_university,"[('c_university_of_oklahoma', '0.780'), ('c_tulsa_community_college', '0.760'), ('c_oklahoma_state_university_foundation', '0.752'), ('c_university_of_central_oklahoma', '0.732'), ('c_eskimo_joes', '0.730'), ('c_university_of_tulsa', '0.730'), ('c_oklahoma_state_university_center_for_health_sciences', '0.727'), ('c_northeastern_state_university', '0.725'), ('c_northern_oklahoma_college', '0.721'), ('c_rogers_state_university', '0.708')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_research_assistant,False,c_public_health_management_corporation,"[('c_congreso_de_latinos_unidos', '0.803'), ('c_philadelphia_health_management_corporation', '0.795'), ('c_resources_for_human_development', '0.789'), ('c_jevs', '0.783'), ('c_philadelphia_youth_network', '0.782'), ('c_maternity_care_coalition', '0.772'), ('c_planned_parenthood_southeastern_pennsylvania', '0.770'), ('c_philadelphia_corporation_for_aging', '0.769'), ('c_caring_people_alliance', '0.768'), ('c_women_against_abuse', '0.767')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
p_dentist,"[('p_general_dentist', '0.842'), ('p_orthodontist', '0.794'), ('p_dds', '0.774'), ('p_periodontist', '0.722'), ('p_endodontist', '0.709'), ('p_associate_dentist', '0.695'), ('p_dental_hygienist', '0.678'), ('p_oral_and_maxillofacial_surgeon', '0.672'), ('p_ophthalmologist', '0.672'), ('p_prosthodontist', '0.659')]",c_simply_beautiful_smiles,False,p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]",p_nan,False,c_nan,"[('c_hawaiian_dredging_construction_company', '0.551'), ('c_watts_constructors', '0.534'), ('c_honolulu_builders', '0.518'), ('c_jhkellyllc', '0.511'), ('c_triton_marine_construction', '0.506'), ('c_cobblestone_construction', '0.497'), ('c_mj_dean_construction', '0.494'), ('c_union_carpenter', '0.493'), ('c_electricians', '0.485'), ('c_ideal_construction', '0.483')]"
